시도명,시군구명,0~5,6~10,11~15,16~20,21~25,26~30,31~35,36~40,41~45,46~50,51~55,56~60,61~65,66~70,71~75,76~80,81~85,86~90,91~95,96~100,101~105,106~110
경기도,양주시,5.0,13.0,36.0,164.0,1754.0,4184.0,3816.0,2880.0,3449.0,3200.0,4298.0,4460.0,4989.0,4499.0,2886.0,2446.0,2002.0,1138.0,392.0,77.0,13.0,2.0
경기도,양평군,2.0,5.0,12.0,44.0,466.0,1246.0,1215.0,1009.0,1434.0,1597.0,2465.0,3245.0,4241.0,3878.0,2385.0,1937.0,1517.0,912.0,346.0,60.0,4.0,2.0
경기도,여주시,2.0,2.0,9.0,79.0,754.0,1679.0,1486.0,1193.0,1412.0,1561.0,2320.0,2724.0,3137.0,2813.0,1800.0,1449.0,1294.0,758.0,255.0,54.0,9.0,1.0
경기도,연천군,0.0,0.0,2.0,17.0,595.0,871.0,555.0,358.0,385.0,466.0,782.0,1070.0,1347.0,1354.0,858.0,810.0,795.0,457.0,141.0,28.0,3.0,0.0
경기도,오산시,12.0,19.0,22.0,254.0,2039.0,6193.0,6616.0,4868.0,4933.0,3835.0,3866.0,3494.0,3389.0,2650.0,1593.0,1339.0,1043.0,566.0,146.0,29.0,2.0,1.0
경기도,용인시 기흥구,1.0,6.0,15.0,379.0,3661.0,7076.0,5882.0,3798.0,3835.0,3579.0,4160.0,3821.0,3992.0,3600.0,2809.0,2521.0,2187.0,1175.0,450.0,95.0,10.0,2.0
경기도,용인시 수지구,8.0,12.0,18.0,296.0,2495.0,5223.0,5075.0,3003.0,2555.0,2139.0,2373.0,1848.0,2026.0,2179.0,1825.0,1781.0,1482.0,786.0,263.0,57.0,7.0,0.0
경기도,용인시 처인구,1.0,14.0,20.0,870.0,3632.0,4866.0,4399.0,3119.0,3565.0,3640.0,4520.0,4724.0,5058.0,3902.0,2549.0,1947.0,1646.0,872.0,303.0,67.0,5.0,0.0
경기도,의왕시,1.0,1.0,11.0,94.0,657.0,1862.0,2089.0,1319.0,1249.0,984.0,1287.0,1455.0,1775.0,1666.0,1038.0,868.0,810.0,481.0,155.0,32.0,3.0,1.0
경기도,의정부시,3.0,11.0,26.0,417.0,3761.0,7640.0,7235.0,4923.0,5563.0,5291.0,7172.0,7430.0,8620.0,7472.0,4822.0,4437.0,3585.0,1939.0,587.0,125.0,15.0,5.0
경기도,이천시,3.0,10.0,5.0,1226.0,2397.0,6819.0,5179.0,3098.0,3230.0,3026.0,3679.0,3904.0,4224.0,3426.0,2191.0,1639.0,1411.0,884.0,273.0,52.0,11.0,0.0
경기도,파주시,6.0,18.0,30.0,161.0,3170.0,9127.0,8536.0,6786.0,6386.0,5853.0,7802.0,7877.0,8346.0,6778.0,4431.0,3823.0,3430.0,1807.0,621.0,125.0,18.0,0.0
경기도,평택시,19.0,72.0,70.0,613.0,7053.0,17683.0,15766.0,10443.0,10535.0,9727.0,11265.0,10608.0,10115.0,7633.0,4927.0,3990.0,3335.0,1879.0,509.0,115.0,20.0,0.0
경기도,포천시,6.0,9.0,19.0,106.0,1190.0,2318.0,1893.0,1340.0,1732.0,2180.0,3406.0,4381.0,5006.0,4242.0,2327.0,1915.0,1736.0,1004.0,303.0,72.0,13.0,1.0
경기도,하남시,3.0,10.0,15.0,91.0,1909.0,6836.0,7427.0,4959.0,4623.0,3489.0,3719.0,3473.0,4196.0,3924.0,2591.0,1874.0,1192.0,630.0,202.0,42.0,7.0,0.0
경기도,화성시,13.0,38.0,65.0,657.0,8355.0,26786.0,23037.0,13726.0,13080.0,10958.0,11994.0,11251.0,11784.0,8977.0,5488.0,4025.0,3035.0,1683.0,604.0,111.0,16.0,3.0
경상남도,거제시,3.0,6.0,9.0,97.0,1060.0,2665.0,2739.0,2823.0,4116.0,4018.0,4985.0,4588.0,4473.0,3627.0,2175.0,1492.0,1279.0,701.0,247.0,53.0,7.0,0.0
경상남도,거창군,0.0,1.0,18.0,695.0,469.0,679.0,491.0,428.0,574.0,666.0,1083.0,1349.0,1775.0,1478.0,1227.0,1181.0,1427.0,1016.0,356.0,69.0,9.0,1.0
경상남도,고성군,0.0,3.0,5.0,229.0,109.0,357.0,329.0,306.0,553.0,640.0,1119.0,1456.0,1929.0,1707.0,1331.0,1102.0,1224.0,786.0,323.0,54.0,2.0,0.0
경상남도,김해시,10.0,41.0,53.0,381.0,3167.0,6528.0,6791.0,5255.0,6493.0,6333.0,8621.0,9043.0,9591.0,7671.0,5060.0,3709.0,3151.0,1526.0,456.0,65.0,6.0,2.0
경상남도,남해군,1.0,5.0,6.0,97.0,194.0,317.0,263.0,217.0,337.0,499.0,821.0,1023.0,1374.0,1253.0,1073.0,1023.0,1283.0,948.0,435.0,76.0,6.0,0.0
경상남도,밀양시,1.0,6.0,6.0,61.0,450.0,1007.0,972.0,857.0,1175.0,1301.0,2026.0,2807.0,3637.0,3606.0,2554.0,2101.0,2136.0,1281.0,401.0,53.0,2.0,2.0
경상남도,사천시,1.0,3.0,13.0,111.0,793.0,1771.0,1476.0,1040.0,1477.0,1674.0,2435.0,2599.0,3076.0,2681.0,1973.0,1807.0,1709.0,1049.0,374.0,55.0,7.0,1.0
경상남도,산청군,0.0,6.0,7.0,17.0,81.0,212.0,226.0,213.0,331.0,476.0,851.0,1233.0,1586.0,1414.0,1051.0,912.0,1098.0,849.0,267.0,52.0,8.0,0.0
경상남도,양산시,5.0,24.0,31.0,176.0,1846.0,4692.0,5045.0,3815.0,4601.0,4405.0,5712.0,5999.0,6911.0,6161.0,4104.0,3030.0,2660.0,1228.0,364.0,68.0,3.0,3.0
경상남도,의령군,0.0,1.0,0.0,16.0,73.0,205.0,218.0,206.0,280.0,350.0,640.0,873.0,1165.0,1066.0,801.0,672.0,952.0,697.0,243.0,44.0,5.0,0.0
경상남도,진주시,4.0,19.0,33.0,908.0,5817.0,6468.0,5035.0,3318.0,3602.0,3650.0,5370.0,5772.0,6996.0,6359.0,4576.0,3863.0,3594.0,2048.0,635.0,100.0,13.0,3.0
경상남도,창녕군,0.0,2.0,19.0,241.0,194.0,440.0,524.0,456.0,701.0,787.0,1323.0,1795.0,2436.0,2113.0,1569.0,1304.0,1624.0,1047.0,377.0,62.0,6.0,0.0
경상남도,창원시 마산합포구,2.0,5.0,22.0,281.0,1983.0,2154.0,1914.0,1580.0,2115.0,2142.0,2907.0,3285.0,4403.0,4441.0,3263.0,2448.0,2139.0,1124.0,362.0,65.0,6.0,1.0
경상남도,창원시 마산회원구,1.0,11.0,8.0,140.0,963.0,1726.0,1751.0,1452.0,1892.0,1957.0,2804.0,3134.0,4189.0,4017.0,2904.0,2064.0,1630.0,796.0,212.0,32.0,2.0,3.0
경상남도,창원시 성산구,0.0,7.0,14.0,108.0,2093.0,5772.0,4876.0,3071.0,2987.0,2721.0,3277.0,3248.0,3341.0,2473.0,1480.0,921.0,787.0,422.0,112.0,19.0,3.0,0.0
경상남도,창원시 의창구,2.0,8.0,17.0,239.0,2129.0,3426.0,2921.0,2164.0,2578.0,2615.0,3512.0,3811.0,4368.0,3692.0,2244.0,1597.0,1361.0,726.0,213.0,29.0,2.0,1.0
경상남도,창원시 진해구,2.0,9.0,12.0,89.0,1381.0,2902.0,2626.0,2050.0,2762.0,2602.0,3025.0,2934.0,3247.0,3142.0,2157.0,1645.0,1397.0,863.0,225.0,39.0,2.0,0.0
경상남도,통영시,1.0,4.0,18.0,69.0,567.0,1113.0,1096.0,1131.0,1586.0,1894.0,2841.0,3077.0,3715.0,3081.0,2217.0,1705.0,1525.0,775.0,236.0,41.0,3.0,0.0
경상남도,하동군,0.0,1.0,2.0,6.0,124.0,335.0,299.0,258.0,401.0,596.0,1121.0,1395.0,1777.0,1595.0,1167.0,1008.0,1239.0,854.0,330.0,74.0,7.0,1.0
경상남도,함안군,0.0,5.0,5.0,25.0,151.0,407.0,435.0,357.0,599.0,723.0,1242.0,1557.0,1927.0,1866.0,1297.0,1113.0,1240.0,753.0,279.0,44.0,1.0,0.0
경상남도,함양군,0.0,3.0,42.0,64.0,144.0,361.0,282.0,267.0,329.0,493.0,821.0,1167.0,1401.0,1225.0,911.0,957.0,1177.0,856.0,294.0,41.0,11.0,0.0
경상남도,합천군,0.0,0.0,4.0,17.0,88.0,315.0,285.0,261.0,382.0,496.0,927.0,1308.0,1785.0,1565.0,1286.0,1290.0,1601.0,1085.0,384.0,56.0,11.0,0.0
경상북도,경산시,6.0,13.0,15.0,1176.0,7621.0,5509.0,4313.0,3094.0,3407.0,3528.0,4582.0,5057.0,5571.0,4690.0,3530.0,2694.0,2539.0,1519.0,426.0,69.0,8.0,4.0
경상북도,경주시,6.0,10.0,27.0,319.0,1953.0,3055.0,2872.0,2238.0,3085.0,3513.0,5188.0,6157.0,7281.0,6367.0,4818.0,3540.0,3726.0,2221.0,733.0,109.0,10.0,2.0
경상북도,고령군,1.0,2.0,1.0,11.0,97.0,266.0,251.0,274.0,410.0,496.0,796.0,1055.0,1430.0,1215.0,962.0,679.0,774.0,519.0,158.0,35.0,4.0,0.0
경상북도,구미시,12.0,20.0,37.0,729.0,5750.0,10235.0,9096.0,7076.0,6740.0,5939.0,6874.0,6968.0,6883.0,4814.0,3259.0,2154.0,2118.0,1172.0,419.0,82.0,6.0,2.0
경상북도,김천시,1.0,8.0,135.0,998.0,1333.0,2217.0,1887.0,1291.0,1532.0,1759.0,2497.0,3015.0,3635.0,3086.0,2376.0,2016.0,2251.0,1474.0,478.0,90.0,13.0,1.0
경상북도,문경시,0.0,2.0,87.0,351.0,460.0,809.0,650.0,528.0,661.0,917.0,1401.0,1933.0,2291.0,2084.0,1674.0,1413.0,1682.0,1110.0,385.0,75.0,14.0,2.0
경상북도,봉화군,0.0,1.0,10.0,180.0,74.0,190.0,178.0,176.0,282.0,421.0,665.0,942.0,1243.0,1096.0,767.0,736.0,889.0,652.0,196.0,56.0,3.0,1.0
경상북도,상주시,3.0,6.0,12.0,379.0,781.0,898.0,752.0,673.0,887.0,1145.0,1721.0,2433.0,3076.0,2670.0,2092.0,1853.0,2415.0,1559.0,547.0,119.0,13.0,4.0
경상북도,성주군,1.0,3.0,5.0,56.0,125.0,367.0,389.0,418.0,586.0,798.0,1148.0,1583.0,2084.0,1661.0,1246.0,871.0,924.0,654.0,236.0,43.0,5.0,0.0
경상북도,안동시,2.0,5.0,24.0,968.0,2793.0,2778.0,2051.0,1466.0,1684.0,2138.0,2967.0,3519.0,4281.0,3698.0,2995.0,2503.0,2813.0,1691.0,569.0,113.0,5.0,2.0
경상북도,영덕군,1.0,1.0,1.0,15.0,97.0,326.0,260.0,230.0,359.0,438.0,815.0,1111.0,1347.0,1266.0,1108.0,966.0,1308.0,765.0,243.0,50.0,5.0,1.0
경상북도,영양군,1.0,2.0,4.0,7.0,59.0,147.0,129.0,134.0,181.0,209.0,383.0,520.0,649.0,539.0,445.0,416.0,535.0,342.0,107.0,17.0,2.0,2.0
경상북도,영주시,0.0,5.0,32.0,920.0,1052.0,1285.0,980.0,708.0,950.0,1232.0,1871.0,2174.0,2860.0,2597.0,2070.0,1739.0,2000.0,1229.0,425.0,80.0,13.0,1.0
경상북도,영천시,1.0,2.0,15.0,225.0,897.0,1267.0,1026.0,1011.0,1310.0,1727.0,2478.0,3415.0,4031.0,3289.0,2584.0,1978.0,2152.0,1321.0,431.0,56.0,8.0,1.0
경상북도,예천군,1.0,1.0,2.0,27.0,294.0,632.0,533.0,418.0,470.0,634.0,922.0,1192.0,1475.0,1392.0,1145.0,975.0,1277.0,1038.0,314.0,68.0,5.0,1.0
경상북도,울릉군,0.0,0.0,0.0,8.0,111.0,264.0,194.0,172.0,241.0,283.0,424.0,413.0,496.0,339.0,235.0,169.0,138.0,91.0,34.0,5.0,0.0,0.0
경상북도,울진군,1.0,1.0,6.0,21.0,259.0,880.0,569.0,374.0,584.0,673.0,1143.0,1375.0,1701.0,1453.0,1112.0,986.0,1172.0,813.0,312.0,66.0,8.0,1.0
경상북도,의성군,0.0,0.0,9.0,121.0,169.0,430.0,401.0,385.0,541.0,696.0,1088.0,1644.0,2094.0,1934.0,1645.0,1296.0,1819.0,1262.0,425.0,62.0,10.0,0.0
경상북도,청도군,0.0,1.0,4.0,12.0,95.0,242.0,283.0,262.0,447.0,541.0,965.0,1366.0,1910.0,1664.0,1344.0,990.0,1184.0,885.0,301.0,57.0,6.0,1.0
경상북도,청송군,0.0,0.0,2.0,14.0,97.0,283.0,233.0,215.0,292.0,337.0,555.0,830.0,1011.0,861.0,677.0,633.0,798.0,492.0,159.0,35.0,2.0,1.0
경상북도,칠곡군,5.0,13.0,14.0,46.0,526.0,1405.0,1651.0,1723.0,2188.0,2174.0,2618.0,2666.0,2826.0,2140.0,1457.0,1133.0,1162.0,719.0,222.0,49.0,4.0,2.0
경상북도,포항시 남구,5.0,8.0,15.0,199.0,2450.0,5022.0,3274.0,2399.0,3075.0,3195.0,4258.0,4709.0,5492.0,4979.0,3578.0,2496.0,2212.0,1109.0,319.0,49.0,7.0,2.0
경상북도,포항시 북구,7.0,14.0,9.0,143.0,1855.0,4108.0,3449.0,2522.0,2835.0,2890.0,4008.0,4572.0,5931.0,5454.0,3852.0,2835.0,2645.0,1436.0,468.0,85.0,10.0,2.0
광주광역시,광산구,18.0,31.0,51.0,466.0,3850.0,7814.0,6868.0,4786.0,5496.0,5216.0,6065.0,5797.0,5625.0,4190.0,2838.0,2393.0,2146.0,1178.0,374.0,44.0,4.0,2.0
광주광역시,남구,1.0,4.0,11.0,228.0,1791.0,3426.0,3076.0,2099.0,2326.0,2257.0,2750.0,3224.0,3936.0,3590.0,2773.0,2288.0,1988.0,1167.0,354.0,70.0,12.0,2.0
광주광역시,동구,3.0,3.0,4.0,395.0,2891.0,3316.0,2452.0,1558.0,1496.0,1499.0,1855.0,2028.0,2441.0,2283.0,1687.0,1481.0,1344.0,703.0,215.0,49.0,3.0,1.0
광주광역시,북구,3.0,10.0,18.0,602.0,5401.0,8863.0,7834.0,5404.0,5879.0,5634.0,7147.0,7952.0,9311.0,7444.0,5210.0,4299.0,3596.0,1938.0,568.0,105.0,15.0,0.0
광주광역시,서구,3.0,11.0,16.0,266.0,3790.0,7379.0,5705.0,3876.0,4154.0,3723.0,4643.0,4715.0,4937.0,4183.0,3091.0,2590.0,2200.0,1124.0,365.0,69.0,4.0,4.0
대구광역시,군위군,0.0,2.0,5.0,7.0,47.0,169.0,151.0,140.0,209.0,292.0,527.0,879.0,1144.0,1011.0,748.0,578.0,714.0,477.0,135.0,21.0,1.0,0.0
대구광역시,남구,2.0,6.0,17.0,377.0,2909.0,3969.0,3055.0,1933.0,2242.0,2315.0,3164.0,3270.0,4126.0,3687.0,2793.0,2226.0,2116.0,1170.0,415.0,67.0,7.0,0.0
대구광역시,달서구,9.0,33.0,55.0,878.0,5166.0,7730.0,7135.0,4665.0,5152.0,5278.0,7382.0,8662.0,10455.0,8643.0,6420.0,4607.0,4139.0,2229.0,655.0,86.0,3.0,0.0
대구광역시,달성군,11.0,11.0,20.0,99.0,1217.0,3440.0,3732.0,2892.0,3098.0,2743.0,3503.0,3965.0,4706.0,3810.0,2644.0,1828.0,1637.0,942.0,290.0,49.0,5.0,0.0
대구광역시,동구,1.0,11.0,12.0,231.0,2552.0,5913.0,5842.0,3686.0,3999.0,3881.0,5223.0,6228.0,7612.0,6957.0,5452.0,4269.0,3830.0,2027.0,546.0,93.0,17.0,1.0
대구광역시,북구,4.0,7.0,9.0,939.0,7039.0,7416.0,6008.0,3950.0,4358.0,4688.0,6502.0,6947.0,7938.0,6430.0,4846.0,3811.0,3430.0,1787.0,577.0,88.0,14.0,1.0
대구광역시,서구,10.0,13.0,25.0,62.0,843.0,2179.0,2324.0,1683.0,1989.0,2229.0,3454.0,4506.0,5413.0,4543.0,3478.0,2517.0,2296.0,1180.0,304.0,68.0,3.0,4.0
대구광역시,수성구,11.0,25.0,52.0,224.0,2201.0,4972.0,5032.0,3235.0,3471.0,3476.0,4711.0,5134.0,5959.0,5488.0,4456.0,3368.0,3215.0,1921.0,649.0,99.0,7.0,2.0
대구광역시,중구,2.0,2.0,5.0,244.0,2378.0,4004.0,2839.0,1576.0,1352.0,1117.0,1304.0,1265.0,1471.0,1490.0,1195.0,1076.0,934.0,516.0,165.0,27.0,7.0,0.0
대전광역시,대덕구,3.0,5.0,18.0,317.0,1813.0,2816.0,2545.0,1860.0,2073.0,2292.0,3272.0,3471.0,3944.0,3291.0,2165.0,1673.0,1521.0,836.0,270.0,47.0,12.0,1.0
대전광역시,동구,3.0,8.0,18.0,1678.0,5964.0,4484.0,3403.0,2373.0,2815.0,3012.0,3997.0,4459.0,5462.0,4863.0,3421.0,2772.0,2410.0,1348.0,425.0,61.0,9.0,3.0
대전광역시,서구,16.0,40.0,45.0,1004.0,9338.0,16307.0,11388.0,6447.0,6051.0,5463.0,6497.0,6301.0,6988.0,6091.0,3960.0,3041.0,2667.0,1534.0,500.0,101.0,11.0,0.0
대전광역시,유성구,7.0,4.0,15.0,991.0,9444.0,14429.0,10186.0,5404.0,4635.0,4016.0,4435.0,4290.0,4480.0,3582.0,2194.0,1526.0,1313.0,759.0,257.0,45.0,7.0,0.0
대전광역시,중구,2.0,7.0,15.0,227.0,2517.0,4925.0,3518.0,2293.0,2609.0,2655.0,3743.0,4096.0,5031.0,4690.0,3367.0,2780.0,2349.0,1303.0,461.0,70.0,7.0,1.0
부산광역시,강서구,0.0,2.0,8.0,76.0,880.0,2630.0,2775.0,1962.0,2088.0,1681.0,1839.0,1898.0,2354.0,2077.0,1339.0,859.0,698.0,331.0,112.0,14.0,1.0,0.0
부산광역시,금정구,3.0,5.0,12.0,998.0,6061.0,4185.0,2946.0,1925.0,2211.0,2256.0,3171.0,3657.0,4713.0,4782.0,3667.0,2949.0,2391.0,1234.0,347.0,51.0,5.0,0.0
부산광역시,기장군,0.0,6.0,10.0,70.0,823.0,2373.0,2419.0,1803.0,2206.0,2129.0,2615.0,2673.0,3186.0,3115.0,2402.0,1965.0,1496.0,731.0,214.0,47.0,5.0,1.0
부산광역시,남구,1.0,9.0,11.0,1250.0,6569.0,4641.0,3344.0,2209.0,2526.0,2367.0,3259.0,3191.0,4219.0,4466.0,3587.0,2973.0,2498.0,1156.0,316.0,50.0,4.0,2.0
부산광역시,동구,1.0,6.0,6.0,45.0,869.0,2179.0,1873.0,1177.0,1298.0,1342.0,1853.0,1996.0,2542.0,2632.0,2109.0,1728.0,1546.0,796.0,236.0,44.0,3.0,0.0
부산광역시,동래구,2.0,5.0,7.0,152.0,1827.0,3842.0,3712.0,2460.0,2899.0,2530.0,3318.0,3425.0,4624.0,4870.0,3668.0,2751.0,2305.0,1096.0,315.0,45.0,3.0,0.0
부산광역시,부산진구,4.0,5.0,15.0,896.0,8567.0,12388.0,9339.0,5139.0,5049.0,4386.0,5581.0,5763.0,7317.0,7169.0,5440.0,4314.0,3795.0,1773.0,537.0,80.0,13.0,0.0
부산광역시,북구,2.0,6.0,8.0,110.0,1078.0,2645.0,2883.0,2062.0,2409.0,2343.0,3465.0,4310.0,5936.0,5750.0,4055.0,3080.0,2595.0,1259.0,352.0,60.0,9.0,0.0
부산광역시,사상구,3.0,15.0,24.0,540.0,3081.0,3833.0,3210.0,2036.0,2364.0,2397.0,3375.0,4332.0,5514.0,4948.0,3444.0,2542.0,1788.0,829.0,222.0,26.0,4.0,0.0
부산광역시,사하구,2.0,11.0,24.0,528.0,3429.0,3977.0,3526.0,2717.0,3450.0,3309.0,4638.0,5195.0,6859.0,6634.0,4912.0,3867.0,3037.0,1387.0,397.0,64.0,9.0,0.0
부산광역시,서구,2.0,3.0,4.0,355.0,2055.0,2219.0,1419.0,946.0,1170.0,1281.0,1800.0,2074.0,2871.0,2940.0,2368.0,1845.0,1657.0,851.0,225.0,60.0,3.0,0.0
부산광역시,수영구,1.0,9.0,12.0,224.0,2811.0,6241.0,4930.0,2679.0,2573.0,2206.0,2653.0,2591.0,3281.0,3489.0,2742.0,2189.0,1811.0,917.0,297.0,52.0,3.0,7.0
부산광역시,연제구,1.0,8.0,7.0,195.0,1917.0,4252.0,3888.0,2478.0,2440.0,2122.0,2701.0,2903.0,3872.0,3998.0,3027.0,2387.0,1905.0,941.0,248.0,40.0,3.0,1.0
부산광역시,영도구,0.0,2.0,6.0,150.0,904.0,955.0,1019.0,834.0,1187.0,1322.0,1944.0,2314.0,3123.0,3239.0,2560.0,2199.0,1908.0,883.0,228.0,44.0,2.0,1.0
부산광역시,중구,0.0,1.0,1.0,141.0,1215.0,1719.0,1178.0,668.0,678.0,740.0,1103.0,1179.0,1539.0,1571.0,1143.0,839.0,678.0,331.0,107.0,32.0,4.0,0.0
부산광역시,해운대구,4.0,16.0,17.0,187.0,2037.0,4779.0,4764.0,3651.0,4202.0,3986.0,5143.0,5296.0,6497.0,6486.0,5097.0,3961.0,3447.0,1778.0,485.0,85.0,13.0,0.0
서울특별시,강남구,13.0,29.0,41.0,777.0,4956.0,15595.0,16231.0,10827.0,9630.0,6878.0,6262.0,4805.0,5178.0,5396.0,4056.0,3372.0,2179.0,1228.0,445.0,97.0,18.0,2.0
서울특별시,강동구,4.0,12.0,20.0,316.0,3806.0,11719.0,10129.0,6194.0,5749.0,4776.0,5591.0,5593.0,7105.0,6874.0,4514.0,3367.0,2337.0,1119.0,387.0,87.0,9.0,0.0
서울특별시,강북구,2.0,8.0,13.0,769.0,4642.0,6587.0,5349.0,3725.0,4014.0,3913.0,5392.0,5694.0,6779.0,6248.0,4687.0,4034.0,3314.0,1449.0,426.0,89.0,8.0,0.0
서울특별시,강서구,8.0,22.0,31.0,521.0,7695.0,22522.0,19910.0,11169.0,8831.0,6947.0,7378.0,6938.0,8785.0,8912.0,6180.0,4769.0,3580.0,1853.0,651.0,143.0,21.0,2.0
서울특별시,관악구,8.0,13.0,24.0,2566.0,23840.0,47484.0,29081.0,13058.0,10014.0,7789.0,8321.0,7330.0,8088.0,7319.0,5223.0,4482.0,3335.0,1487.0,454.0,81.0,10.0,0.0
서울특별시,광진구,4.0,10.0,18.0,1029.0,9779.0,17267.0,12518.0,6682.0,5432.0,4218.0,5005.0,4857.0,5493.0,4552.0,3063.0,2457.0,1996.0,1089.0,303.0,66.0,9.0,2.0
서울특별시,구로구,3.0,32.0,42.0,422.0,4435.0,11467.0,10100.0,6055.0,5260.0,4479.0,5494.0,5301.0,6248.0,5935.0,4320.0,3519.0,2734.0,1349.0,384.0,75.0,12.0,1.0
서울특별시,금천구,17.0,37.0,32.0,261.0,4162.0,12172.0,9068.0,4697.0,3813.0,3278.0,4441.0,4677.0,5265.0,4226.0,2839.0,2270.0,1808.0,880.0,244.0,44.0,5.0,0.0
서울특별시,노원구,4.0,19.0,17.0,1835.0,6949.0,6495.0,6406.0,4654.0,4723.0,4453.0,5681.0,5595.0,7224.0,7695.0,5980.0,5198.0,4210.0,2183.0,713.0,117.0,18.0,5.0
서울특별시,도봉구,4.0,6.0,16.0,322.0,2121.0,4358.0,4474.0,3177.0,3375.0,3172.0,4372.0,4502.0,5539.0,5385.0,3758.0,3290.0,2806.0,1434.0,469.0,99.0,14.0,1.0
서울특별시,동대문구,5.0,14.0,15.0,2146.0,12883.0,13859.0,9178.0,5317.0,4691.0,4303.0,5074.0,5208.0,6097.0,5728.0,4114.0,3463.0,2937.0,1420.0,381.0,74.0,7.0,2.0
서울특별시,동작구,3.0,15.0,18.0,1527.0,11456.0,18597.0,12661.0,6724.0,5315.0,4395.0,4592.0,4228.0,4894.0,4693.0,3664.0,3163.0,2428.0,1322.0,430.0,86.0,12.0,3.0
서울특별시,마포구,5.0,21.0,28.0,1022.0,8931.0,17131.0,14071.0,8144.0,6453.0,4977.0,5094.0,3978.0,4358.0,3936.0,3012.0,2747.0,2380.0,1233.0,426.0,73.0,12.0,3.0
서울특별시,서대문구,3.0,6.0,24.0,1229.0,8897.0,10727.0,7555.0,4523.0,3806.0,3242.0,4147.0,3732.0,4409.0,4102.0,3006.0,2815.0,2473.0,1323.0,386.0,77.0,19.0,1.0
서울특별시,서초구,10.0,20.0,40.0,418.0,3224.0,9189.0,9675.0,6363.0,5405.0,4132.0,4156.0,3260.0,3510.0,3513.0,2625.0,2134.0,1505.0,828.0,270.0,64.0,11.0,2.0
서울특별시,성동구,6.0,16.0,27.0,984.0,5749.0,9241.0,7425.0,4446.0,3897.0,3241.0,3833.0,3730.0,4240.0,3747.0,2531.0,2274.0,1867.0,1000.0,270.0,40.0,4.0,0.0
서울특별시,성북구,5.0,13.0,34.0,2313.0,11851.0,11089.0,7886.0,5159.0,4856.0,4260.0,5555.0,5221.0,6141.0,5718.0,4260.0,3804.0,3284.0,1690.0,497.0,120.0,18.0,1.0
서울특별시,송파구,6.0,18.0,24.0,359.0,4934.0,18212.0,18392.0,10964.0,9179.0,6619.0,6861.0,6192.0,7359.0,7087.0,4927.0,3809.0,2653.0,1371.0,482.0,88.0,13.0,2.0
서울특별시,양천구,7.0,11.0,20.0,190.0,1858.0,6074.0,6336.0,4302.0,4125.0,3623.0,4440.0,4563.0,5908.0,5876.0,4239.0,3270.0,2465.0,1291.0,406.0,80.0,12.0,1.0
서울특별시,영등포구,7.0,20.0,42.0,468.0,6916.0,20541.0,16704.0,8423.0,6275.0,4958.0,5704.0,5363.0,5809.0,5224.0,3655.0,3015.0,2427.0,1293.0,410.0,78.0,17.0,1.0
서울특별시,용산구,11.0,26.0,49.0,363.0,2832.0,7871.0,8301.0,5011.0,3888.0,3148.0,3597.0,3004.0,3459.0,2930.0,2017.0,1746.0,1491.0,965.0,337.0,67.0,12.0,4.0
서울특별시,은평구,5.0,15.0,37.0,456.0,4914.0,11762.0,10272.0,6295.0,6097.0,5229.0,6360.0,6134.0,7559.0,7196.0,5344.0,4537.0,3702.0,1791.0,534.0,92.0,17.0,1.0
서울특별시,종로구,3.0,10.0,8.0,571.0,3820.0,5766.0,4348.0,2491.0,2343.0,2006.0,2652.0,2582.0,2971.0,2625.0,1815.0,1583.0,1391.0,721.0,253.0,70.0,14.0,1.0
서울특별시,중구,1.0,10.0,12.0,417.0,2575.0,5015.0,4730.0,2809.0,2420.0,1937.0,2340.0,2272.0,2634.0,2509.0,1805.0,1432.0,1175.0,647.0,214.0,46.0,5.0,1.0
서울특별시,중랑구,10.0,15.0,17.0,451.0,4196.0,10349.0,9152.0,5881.0,5580.0,5039.0,6896.0,7695.0,8940.0,7774.0,5050.0,4028.0,3132.0,1434.0,423.0,95.0,7.0,4.0
세종특별자치시, ,4.0,8.0,20.0,407.0,2956.0,6201.0,5671.0,3482.0,3369.0,3039.0,3405.0,3116.0,3452.0,2886.0,1912.0,1409.0,1369.0,800.0,308.0,48.0,10.0,0.0
울산광역시,남구,6.0,6.0,24.0,308.0,3515.0,6908.0,5962.0,3575.0,3833.0,3889.0,4924.0,5101.0,5556.0,4696.0,3114.0,2114.0,1549.0,730.0,169.0,24.0,4.0,0.0
울산광역시,동구,3.0,9.0,9.0,71.0,973.0,2763.0,2041.0,1844.0,2505.0,2142.0,2243.0,2161.0,2639.0,2276.0,1546.0,1024.0,760.0,326.0,76.0,17.0,3.0,0.0
울산광역시,북구,4.0,7.0,10.0,29.0,1047.0,3309.0,2741.0,1925.0,2210.0,2063.0,2358.0,2456.0,2612.0,1972.0,1315.0,982.0,766.0,409.0,120.0,17.0,3.0,0.0
울산광역시,울주군,4.0,7.0,15.0,157.0,1332.0,2835.0,2646.0,1976.0,2663.0,2934.0,4089.0,4669.0,5106.0,4396.0,2825.0,2066.0,1755.0,931.0,324.0,50.0,4.0,0.0
울산광역시,중구,4.0,8.0,10.0,49.0,837.0,2928.0,2771.0,1880.0,2257.0,2344.0,3221.0,3643.0,4372.0,4149.0,2843.0,2022.0,1580.0,676.0,200.0,31.0,2.0,1.0
